,HG00096,HG00097,HG00099,HG00100,HG00101,HG00102,HG00103,HG00104,HG00106,HG00108,HG00109,HG00110,HG00111,HG00112,HG00114,HG00116,HG00117,HG00118,HG00119,HG00120,HG00121,HG00122,HG00123,HG00124,HG00125,HG00126,HG00127,HG00128,HG00129,HG00130,HG00131,HG00133,HG00134,HG00135,HG00136,HG00137,HG00138,HG00139,HG00141,HG00142,HG00143,HG00146,HG00148,HG00149,HG00150,HG00151,HG00152,HG00154,HG00155,HG00156,HG00158,HG00159,HG00160,HG00171,HG00173,HG00174,HG00176,HG00177,HG00178,HG00179,HG00180,HG00182,HG00183,HG00185,HG00186,HG00187,HG00188,HG00189,HG00231,HG00232,HG00233,HG00234,HG00235,HG00236,HG00238,HG00239,HG00240,HG00242,HG00243,HG00244,HG00245,HG00246,HG00247,HG00249,HG00250,HG00251,HG00252,HG00253,HG00255,HG00256,HG00257,HG00258,HG00259,HG00260,HG00261,HG00262,HG00263,HG00264,HG00265,HG00266,HG00267,HG00268,HG00269,HG00271,HG00272,HG00273,HG00274,HG00275,HG00276,HG00277,HG00278,HG00280,HG00281,HG00282,HG00284,HG00285,HG00306,HG00309,HG00310,HG00311,HG00312,HG00313,HG00315,HG00319,HG00320,HG00321,HG00323,HG00324,HG00325,HG00326,HG00327,HG00328,HG00329,HG00330,HG00331,HG00332,HG00334,HG00335,HG00336,HG00337,HG00338,HG00339,HG00341,HG00342,HG00343,HG00344,HG00345,HG00346,HG00349,HG00350,HG00351,HG00353,HG00355,HG00356,HG00358,HG00359,HG00360,HG00361,HG00362,HG00364,HG00366,HG00367,HG00369,HG00372,HG00373,HG00375,HG00376,HG00377,HG00378,HG00381,HG00382,HG00383,HG00384,HG01334,NA06984,NA06986,NA06989,NA06994,NA07037,NA07048,NA07051,NA07056,NA07347,NA07357,NA10847,NA10851,NA11829,NA11830,NA11831,NA11843,NA11892,NA11893,NA11894,NA11920,NA11930,NA11931,NA11992,NA11993,NA11994,NA11995,NA12004,NA12006,NA12043,NA12044,NA12045,NA12058,NA12144,NA12154,NA12155,NA12249,NA12272,NA12273,NA12275,NA12282,NA12283,NA12286,NA12287,NA12340,NA12341,NA12342,NA12347,NA12348,NA12383,NA12399,NA12400,NA12413,NA12489,NA12546,NA12716,NA12717,NA12718,NA12749,NA12750,NA12751,NA12761,NA12763,NA12775,NA12777,NA12778,NA12812,NA12814,NA12815,NA12827,NA12829,NA12830,NA12842,NA12843,NA12872,NA12873,NA12874,NA12889,NA12890,NA18486,NA18487,NA18489,NA18498,NA18499,NA18502,NA18505,NA18508,NA18510,NA18511,NA18517,NA18519,NA18520,NA18858,NA18861,NA18867,NA18868,NA18870,NA18873,NA18907,NA18908,NA18909,NA18910,NA18912,NA18916,NA18917,NA18923,NA18933,NA18934,NA19093,NA19095,NA19096,NA19098,NA19099,NA19102,NA19107,NA19108,NA19113,NA19114,NA19116,NA19117,NA19118,NA19119,NA19121,NA19129,NA19130,NA19131,NA19137,NA19138,NA19146,NA19147,NA19149,NA19150,NA19152,NA19160,NA19171,NA19172,NA19175,NA19185,NA19189,NA19190,NA19197,NA19198,NA19200,NA19204,NA19207,NA19209,NA19213,NA19222,NA19223,NA19225,NA19235,NA19236,NA19247,NA19248,NA19256,NA19257,NA20502,NA20503,NA20504,NA20505,NA20506,NA20507,NA20508,NA20509,NA20510,NA20512,NA20513,NA20515,NA20516,NA20517,NA20518,NA20519,NA20520,NA20521,NA20524,NA20525,NA20527,NA20528,NA20529,NA20530,NA20531,NA20532,NA20534,NA20535,NA20536,NA20537,NA20538,NA20539,NA20540,NA20541,NA20542,NA20543,NA20544,NA20581,NA20582,NA20585,NA20586,NA20588,NA20589,NA20752,NA20754,NA20756,NA20757,NA20758,NA20759,NA20760,NA20761,NA20765,NA20766,NA20768,NA20769,NA20770,NA20771,NA20772,NA20773,NA20774,NA20778,NA20783,NA20785,NA20786,NA20787,NA20790,NA20792,NA20795,NA20796,NA20797,NA20798,NA20799,NA20800,NA20801,NA20802,NA20803,NA20804,NA20805,NA20806,NA20807,NA20808,NA20809,NA20810,NA20811,NA20812,NA20813,NA20814,NA20815,NA20816,NA20819,NA20826,NA20828
gstm2,,,,,,,,,2.775390625,,,,,2.765625,,,,,3.228515625,,2.8203125,,,,,2.240234375,,2.4296875,2.38671875,,,,2.880859375,,,,,,,,2.1328125,,3.369140625,,,,,,1.904296875,,,,,,,,,,2.365234375,,,,,,3.30078125,,3.8046875,,,,,2.16796875,3.220703125,,2.716796875,,,,,2.970703125,,,,,,,,,,,,,3.1953125,,,,,2.51953125,2.361328125,,1.97265625,,,,3.4765625,,,,,2.779296875,,,1.92578125,,,,,,,,,,3.4296875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.623046875,3.986328125,,,,2.138671875,,,,2.99609375,,2.86328125,2.203125,,,2.642578125,,3.166015625,,,,,2.30078125,,3.58203125,1.6181640625,,,,3.02734375,0.4267578125,2.609375,,,2.98046875,,2.18359375,2.244140625,,,,3.990234375,,,2.12109375,,,,4.125,3.529296875,,,,,,,,,,1.697265625,,,,,,,,,1.640625,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8603515625,,,,,,,,,,,2.552734375,,,,,,,2.46484375,,,,,,,3.3984375,3.251953125,,,,,,,,,,,3.580078125,,,,,3.748046875,,3.416015625,,,,,,2.962890625,,0.9892578125,,,,,,,,,,3.013671875,,,,,,3.412109375,,,,3.177734375,,,2.544921875,,3.751953125,,1.9677734375,,,,,3.1484375,,,,,,,,,,,,2.84375,,,,,,,2.11328125,2.947265625,,,,,,,,,,,,,1.8564453125,,,,,,,,,,,,,,,,3.798828125,,,,1.896484375,,,,,,,,,3.09765625,,,,,,,,,,,,2.837890625,,2.05078125,,,3.384765625,,,,,,,,,2.943359375,,
gstm3,,,,,,-0.29931640625,,-2.59765625,,,,,,,0.1590576171875,-1.6796875,,-1.6796875,,,,,,,-0.78271484375,,,,-1.162109375,-0.1494140625,-0.0679931640625,,,,,,,,,,,,0.1715087890625,,,,-0.07745361328125,,,,,,0.4892578125,,,,,0.04638671875,,,,,,,,,0.12078857421875,,,,,,1.0712890625,-0.49658203125,,,,,1.48828125,,,0.1915283203125,,,-0.148193359375,,,,,,0.6015625,,,,,,,,-0.28955078125,,,,0.410888671875,-1.1015625,,0.82421875,,,,,,,,,,,,,,,,-1.1474609375,,,,0.20654296875,,,,1.8134765625,,,,,,,,-0.2281494140625,,,-1.2744140625,,,,,,,,,,,-2.11328125,,,,,-0.50244140625,0.53955078125,0.1622314453125,,,,,,,,-0.305908203125,,-1.9501953125,,,,0.0093994140625,,,,,,,,0.01486968994140625,,,,,,-0.578125,,,,,,,,,,-4.08984375,,,,,,,,-3.296875,-1.4423828125,,,,,,,,,,,,,,,,-1.7451171875,,,,-1.6826171875,,,,,,-0.294677734375,,0.9541015625,-0.93896484375,,,,,-2.388671875,,,,,,,,-5.203125,,,,2.21484375,,,,,,,,,,,0.14208984375,1.244140625,,,-0.308837890625,,,,,,,,,0.0197906494140625,1.396484375,,,,,,,,,,,,,,,,,,,0.27197265625,,1.564453125,,,,,,,0.26220703125,,,,-0.0496826171875,,,-0.5546875,,,,,,,,,,,-1.6435546875,0.55419921875,,,0.90478515625,,-1.4619140625,,,-0.6259765625,,,0.72802734375,,,,,,,,,,,,,,,,0.007373809814453125,,,,,-0.412109375,,0.259033203125,,,,,-2.69140625,,,,,,-0.00968170166015625,,,,,,1.2880859375,2.408203125,,,,,,,,0.1533203125,,,,,-1.056640625,,,,,0.59716796875,,,,,,,,,,,,,,,,,,,,,-0.57763671875,,,,,,-0.9873046875
gstm4,1.8466796875,,,2.62890625,,,,,,,,,,,,,,,,,,,,2.798828125,,,,,,,,2.080078125,,,,,,,2.767578125,2.78125,2.716796875,,,1.8193359375,,,2.169921875,1.92578125,,,,,,,3.126953125,,2.61328125,,,,,,3.041015625,2.40625,,2.958984375,,,,,,,,,,,,1.9091796875,,,,,,2.609375,,,,,,,,,3.05078125,,,2.404296875,2.751953125,,,2.921875,,,,,,,2.337890625,,,,,,,,3.01953125,,,2.345703125,,,,,,2.740234375,,,,,2.216796875,,,,,2.203125,,,,,,2.720703125,,,,,,,,,,3.0,,,,,,,,,3.00390625,2.322265625,,,2.662109375,,,,2.076171875,,,,,,2.662109375,,,,,,,2.228515625,2.7734375,,,,,,,1.953125,2.19140625,,,,,,,,,,,,,,2.3359375,,,,,,,,2.19921875,,,,,,,,3.10546875,,,,,2.98046875,2.080078125,1.81640625,,,,,,,,,,2.345703125,,,,2.18359375,,,,,,,,,,,,,,,,,,,1.7138671875,,,,2.87890625,,2.31640625,,2.51171875,,,,3.17578125,,,,,,,,,2.212890625,2.935546875,,,,,,,,,3.0390625,2.720703125,,,,,2.6796875,,,,3.154296875,,,,2.845703125,,,,,2.70703125,,2.751953125,,,,,,,,,,,,,,2.892578125,,,,2.666015625,,1.94921875,,,,,2.296875,,2.6015625,,,,,2.1796875,,,2.224609375,,,,,,,,,,,,,,,2.484375,2.201171875,,2.3515625,,,,,2.37890625,,,,,,,,,,,,,2.697265625,2.51953125,,,,,,,2.564453125,,,,,,,,,,,,,,,,,2.490234375,,,,,,,,,,,,2.84765625,,2.453125
gstm5,-0.56396484375,,,,,,,,-1.0185546875,-0.9541015625,,1.1806640625,,,,,,,,,,-0.131591796875,,,,,,,,,,,0.390380859375,0.95458984375,,,,,0.41650390625,,,,1.2392578125,,,0.599609375,,-0.99169921875,,,,,,,,,,,,,,,,,,0.312255859375,,,-0.1312255859375,,,,,-0.46142578125,-0.35546875,0.48974609375,,,,0.9775390625,0.82958984375,,-0.159912109375,,,0.451904296875,,,-0.7724609375,0.3916015625,,,,,,,,,,,-4.27734375,,-0.192626953125,,,,,,,,,,-0.2154541015625,,,,,-0.8935546875,,,,,,,-0.806640625,,-4.52734375,,,,-0.25927734375,,,,0.309326171875,,,-0.919921875,,,,,,,-0.090087890625,-0.374267578125,,,,,,,,,,,,1.087890625,,,-0.48779296875,,,,1.35546875,,,,,,,,,,,0.6533203125,,,,0.059356689453125,0.751953125,,,,,,,,,,,,,,0.451904296875,,,,,,,,,,,,-1.7197265625,,,,,,,,,,,,,-4.078125,0.1187744140625,-0.29296875,,,,,,,,,,,0.1741943359375,,,,,,,,,1.7548828125,,,,,,,,,,,,,0.65576171875,,0.828125,,,-0.462646484375,,0.4833984375,,2.017578125,,0.4033203125,,,,,,,,,,,,,,,,,,,,,,0.2186279296875,,0.37158203125,0.79931640625,,,-1.9716796875,,,,,,,,,,,0.7529296875,,,,,,,,,,1.8818359375,,,,,,,,-0.1329345703125,1.11328125,,,,,,,,,,-4.09375,,,0.6591796875,,,,,,,,,,,,0.54150390625,,0.71533203125,0.65576171875,-0.77392578125,,,,,,,,,,,-0.093017578125,,,,,,,,,,,,2.2421875,,,,,0.5185546875,,,-1.2890625,,,,,-0.183837890625,,,,,,,,0.2152099609375,,,,,,,,,,,,,0.0270233154296875,,,,,-1.04296875,-0.75244140625,,-1.3974609375,,,-0.451904296875
gsto2,,,,,-1.5,-1.4072265625,,,,,-0.55517578125,,,,,,,,,,,,,-1.84765625,,,,,,,,,,,,-1.8486328125,,,,,,,,,,,,,,,,,,,,0.082763671875,,,-1.4013671875,-1.5830078125,,,,-1.8857421875,,,,,,,,,,,,,,,,-1.4013671875,,,,,-0.415283203125,-1.0517578125,-0.9423828125,,,,,,-0.95849609375,,,,,,,,,,-0.98681640625,-1.4921875,,,,,,,,,-1.1953125,-0.859375,-1.8486328125,,,,,,,,,-1.7294921875,,-0.984375,,-0.9140625,,,,,,-1.2021484375,,,-0.427978515625,,,,,,,,,-1.2841796875,-0.73046875,,-0.775390625,,,,,,-1.2529296875,,,,,-1.0791015625,,,,,-2.001953125,,,,,,,,-1.623046875,,,,-1.365234375,,,,,,,,,-1.4296875,-1.7802734375,,,,-0.8427734375,,,,,,,-0.91552734375,,,,,,,,,,,,-0.28857421875,,,-1.6005859375,-0.9150390625,,,,0.24365234375,,-1.498046875,,,,,,,-0.1903076171875,,,,,,,,,,,,,,,,,,,-1.39453125,,-1.3271484375,,-4.33203125,,,-1.2451171875,,,,,,,,,,,-0.59619140625,,,,,,,-1.880859375,,,,,,,,,-1.2021484375,-1.0234375,-1.8701171875,,,,,-0.87548828125,,,,,,,,,-1.603515625,-1.2197265625,-1.169921875,,,,-1.4970703125,,,,,,,-0.7890625,,,,-1.2197265625,,,,,,0.7216796875,-0.5859375,,,,,,,,,,,,,-0.59375,,,,-1.40234375,,,,-1.2626953125,,,,,,,,,,,,,,,,,-0.66357421875,,,-1.2294921875,,,-0.2340087890625,,-2.263671875,,,,,,-1.1279296875,-0.418212890625,,,-1.1640625,,,,,,,-1.8173828125,,,,,,,,,-0.578125,-1.4482421875,,,,,,,,-0.336669921875,,,,,-1.41015625,-1.1640625,,,,,,,,,,-1.0537109375,,,,
gstz1,2.388671875,,,,2.9609375,2.1171875,,,,,,,,,,,,,,,,,,,,,,,,2.791015625,2.798828125,,,,,,,,,2.76953125,2.671875,,,,,,,,,,,,,2.376953125,3.04296875,2.70703125,2.69140625,,,,,,,,2.587890625,,,,2.46875,2.62109375,,,,,2.892578125,2.4375,,,2.826171875,,,2.533203125,,,,,2.744140625,,,,,,,,,,,,2.767578125,,,,,,,,,2.5234375,,,2.75,,,2.841796875,,2.98046875,,,,,,3.173828125,,,,,,,,2.83984375,,,2.5859375,2.6171875,,,,,,,3.138671875,,,2.572265625,,,,,,,,,,,2.705078125,,,,,2.845703125,,,,,,,,,3.1328125,,,,2.65234375,,,,,,,,,,,2.580078125,2.92578125,3.0859375,,,,,,,,,,2.72265625,,,,,,2.916015625,,2.0859375,,,,,2.751953125,,,,,,,,,,,,,3.115234375,,,,,,,,2.56640625,,,,,,,,,,3.056640625,,,,,,,,,,,,,,,1.8955078125,,2.978515625,,,,,,2.580078125,,2.326171875,,2.8984375,,,,,,,,,,,,,,,,,2.857421875,,,,,,,2.927734375,,,2.67578125,,2.921875,2.81640625,,2.943359375,,2.97265625,,,2.0625,,,,,,,,,2.87109375,,2.919921875,,,,,,2.669921875,,,,,,,,,,,,2.4453125,,,,,,,2.287109375,,,,,,2.740234375,,,,,,,,,,,2.326171875,,,,,,,,,2.498046875,,2.65234375,,2.5625,2.66015625,,,,,,2.69140625,,,,,,,,,2.611328125,,,,,,,,,2.779296875,,2.76953125,,,2.708984375,,,,,,2.666015625,,,2.7890625,2.810546875,,,,,,,,,,,2.56640625
gtf2h2,3.001953125,,,,3.451171875,3.0,2.890625,,,,,,,3.236328125,3.02734375,,,,,3.494140625,,,3.154296875,2.86328125,2.892578125,,,,,3.27734375,,,,,,,,,,,,,,,,,,,,3.599609375,,2.927734375,,3.3203125,,,,,,,,,,,,3.396484375,,,,3.07421875,,,,,,,,3.2734375,,,,3.001953125,,,,,,,,2.943359375,,,3.15625,,3.0859375,,,,,,,,,,,,,,,,,,3.189453125,,3.099609375,,,,,,3.111328125,,,2.91796875,,,,,,3.119140625,,,,,3.369140625,,,,,,,,2.892578125,3.302734375,,3.365234375,,,,,,3.4296875,3.005859375,3.6484375,3.166015625,,,,,,,,3.037109375,3.6015625,3.43359375,,,3.13671875,,3.2421875,,,,,,3.23046875,,3.14453125,,,,,,,,,,,2.98828125,,,,,,,,,,,,,,,3.12890625,,,,,,,,,3.078125,3.306640625,,,,,,,,,,,,3.49609375,,,,3.1015625,,3.546875,,,3.35546875,,,,,,3.05078125,,,,,,,,,,3.201171875,,,,,,,3.23828125,,,,3.62890625,,,,3.216796875,,,,3.142578125,,,3.076171875,,,,,3.30078125,,,,,,,,,,,,3.5234375,,,,,,,,3.498046875,,,3.423828125,3.373046875,,3.068359375,,,,,,,,,,,,,,,2.568359375,2.736328125,,,,2.916015625,,,,3.1953125,,,,,,,,,2.78125,,,,,,,,,3.265625,,,,,3.25390625,,,,,,2.994140625,,,,,,,,,,3.3125,3.365234375,3.255859375,,,,,,,,,,,,,,,,,,,,,,,3.173828125,,,,,3.3046875,,3.1171875,,,,,,,,,,,,,,,,,,,,,,3.052734375
gtf2h2c,,,4.18359375,,,,,,,,,,3.830078125,,,,3.509765625,,,,3.525390625,3.748046875,,3.205078125,3.365234375,,,,,3.599609375,,,,,,,3.419921875,4.40234375,,,3.544921875,3.666015625,,,,,3.79296875,,,,3.830078125,,,,,,,,,,,,,,,,,,,,,,,3.1875,3.068359375,3.5,,3.7890625,,,,,,,,,3.783203125,,,3.427734375,,,,3.658203125,,,,,3.310546875,,,,,,,,,,3.05078125,,3.81640625,,,3.509765625,,,3.447265625,,4.046875,,,3.701171875,,,3.583984375,,,,,,3.55078125,3.361328125,,,,,,,,,,3.53515625,,,,,,,,,,,,,,,,,,,,,3.5390625,,,,3.7421875,3.3515625,3.515625,,,,,,,,,,,3.291015625,,,,,,,,,,3.8046875,,,,,,,,,,,,,,,,,,,,,,,3.830078125,3.34375,3.412109375,3.59765625,,,3.19921875,3.8984375,,,,,,,,,,,3.693359375,3.8828125,,,3.6796875,,,,,,,,,,,3.408203125,,,,3.703125,3.923828125,3.306640625,,,,,,,,,,,,,,,,,,,,,,,,,3.619140625,,,,,4.09375,,3.5078125,,,,,,,,,,3.642578125,3.548828125,3.501953125,,,3.81640625,3.30078125,4.09765625,3.8828125,,,,,,,,,,,,4.01953125,,,,,,,3.67578125,,,3.361328125,,,,,,,,,,,,,,,,3.71875,,3.357421875,,,,,,,,,,,,,,,,,,,,,,,,3.455078125,,,,,,,,,,,,,,,3.375,,,,,,,,,,3.693359375,,,3.42578125,,3.91015625,,,,,,,,,,,,,4.07421875,3.3828125,3.845703125,3.626953125,,,3.5078125,,,,3.62109375,,
gtf3a,,4.9140625,,,,,,,,,,,,,,,,4.671875,,4.80859375,,,,,,,,4.796875,,,4.74609375,,,4.71484375,,,,4.65234375,,,,4.59375,,5.00390625,,,,,,4.875,4.8046875,,,,,,4.64453125,,,,,4.875,,5.015625,,,,,4.75390625,4.6875,,5.16796875,5.0546875,,,4.83984375,,,,,,,4.64453125,,,,,,,,,,,,,,,,,,,,,4.65625,,,,,,5.01953125,,,,,,,4.546875,,,,,,,,,,,,,,,,,,,,,4.7109375,,,,,,,5.0703125,,,4.953125,,,,,4.8359375,4.7109375,,,,,,,,,,,,,,4.69921875,,,,,,4.8828125,,,,4.62109375,,,,,,,,,,,,,,,,4.859375,,,,,4.6015625,,,,,,,,4.55859375,,,,4.99609375,,,,4.6796875,,,,,,,,,4.6796875,,,,,5.09375,4.9609375,4.8125,,4.875,,,4.83984375,,,,,,,,,,,,4.85546875,,,,,5.08984375,,,,,,,,4.81640625,,,4.69921875,,4.8828125,,,,4.90625,,4.98828125,,,4.48828125,,4.5703125,,,4.7890625,,,4.6875,,4.78125,,,,,,,,,5.05078125,4.81640625,,4.62109375,,,,4.7578125,,,,4.62890625,,,,,,,,,,4.45703125,,,,,,,,,4.70703125,,,,,,,,,,,,4.71484375,,4.66015625,,,,4.828125,4.953125,,5.05859375,,,,,,,,4.79296875,,5.0625,4.8046875,,4.44140625,,4.875,,,,,,,4.859375,4.8203125,,,,,,,4.94921875,,,,,,,,,,,,,,4.6640625,,,4.63671875,,4.875,,,,,,,,,,,,,,,,,,,,,,,,,,,
gtpbp3,2.107421875,,,1.890625,,,,,,,,,,,,1.8251953125,,,1.8408203125,,,,,,,,,,,,,,,,,,,1.9453125,1.9609375,,,,1.9580078125,,,,,,,,1.876953125,1.876953125,,,,1.8896484375,,,,1.955078125,2.291015625,,1.9619140625,,,1.9521484375,1.73828125,,,2.009765625,1.9404296875,,,,,,,,,,2.13671875,,,,,,,,,,,,,1.853515625,,,,,1.7880859375,,1.7978515625,,,1.7001953125,,,,,,1.966796875,,,,,1.75390625,,,1.8818359375,,,,,,,,,,,,1.994140625,,1.7021484375,1.919921875,2.265625,,,,1.84765625,1.8271484375,,,,,,1.728515625,,,,,,,,1.765625,,,,1.9794921875,1.8583984375,,,,,,,,,,,,,,,,,,,,,,1.8671875,,,,,,,,,,,,,,,2.04296875,,,,,,,,1.8271484375,1.8837890625,,,,,,,,,,,,1.8701171875,1.931640625,,,,,1.7314453125,1.7294921875,,,,,,,,,1.93359375,1.81640625,,,1.978515625,,,,1.8798828125,,,,,,,,,,,,,,,,,,,,,,,,2.08984375,,,,,,,,,,1.9775390625,,1.8603515625,,1.8291015625,,2.033203125,,1.88671875,,,,,,1.6435546875,,,1.537109375,,,1.8994140625,,,1.9345703125,,,,,,,,,,1.8037109375,,2.013671875,,,,,,1.8740234375,,1.9521484375,,,,,,,,,,,,,,,,,,,,,,,,2.017578125,,,1.970703125,,,,,,,,,,,,,,,,,,,,,,1.947265625,,1.873046875,,,1.873046875,,,,1.978515625,,,,1.9677734375,1.861328125,,,,,,,,,1.9443359375,,,1.837890625,1.95703125,1.8916015625,,,,1.916015625,,,,,,,,,1.904296875,,,,,,,,,,,,1.94140625,,1.99609375
gtpbp8,,,,2.302734375,,,,,,1.89453125,,,,,2.298828125,,,,,,,,,,,2.0,1.890625,,,,1.85546875,2.12109375,,2.037109375,,,,,,,,,,,,,1.7724609375,,,,,,,,,1.9990234375,,,2.01953125,,,,,2.072265625,,,,,,,,,,,,1.9091796875,,,2.13671875,,2.4375,,,2.212890625,,,,,,,,,,,,,,,1.9326171875,,,,,,,,,,2.419921875,2.126953125,,,,,,,,,2.16015625,,,,2.373046875,,,,,,,,,,,,,,1.8515625,,,1.9013671875,,,,1.8798828125,,,2.03125,,,,,,,,,,,,,,,,,,2.193359375,,,2.0,,,1.90234375,,2.0078125,1.8544921875,,,,,,1.9716796875,,,,2.08984375,,2.220703125,,,,,,,2.232421875,1.9658203125,1.875,2.310546875,,,,,,,,,,,,,,,,,2.017578125,,,,,,2.228515625,1.93359375,2.384765625,2.05078125,,2.076171875,,,,,,,,,,,2.126953125,,,1.9755859375,,,2.15234375,,,,,2.150390625,,,,,1.9814453125,,,,,,,1.8564453125,,2.248046875,,,,,,,,,,2.279296875,,,2.0078125,,,,,,,,1.9814453125,,,,,,,,,2.07421875,1.466796875,,2.064453125,,,,,1.9892578125,2.294921875,2.078125,,,,1.775390625,,2.083984375,,2.1796875,,2.072265625,1.9404296875,,,,2.009765625,,,,,,,,,,,,,2.556640625,2.330078125,2.10546875,,,,,,,1.9384765625,,,,,,,,,,,,,2.26953125,,,,,,,,,2.048828125,1.6640625,,,,,,,,,,,,1.970703125,,,,1.8876953125,,,,,2.27734375,,,,,,,,,,,,,,,,,,,,,,,,,,1.9296875,,,,,,,,2.126953125,,,,,,
guca1b,,-1.9931640625,-1.779296875,,-2.1484375,,,,,,,,,,,,,,,,,,,,,,,-1.8544921875,-1.3291015625,,,,,,,,,-0.9892578125,,,,,,,-1.2529296875,,,-0.86669921875,,,,,,,,,,,,,-0.9306640625,,,,,,,,,,,,,,-1.0908203125,,,,,-1.509765625,,,,,,,-0.81494140625,,,,-2.650390625,,,,,,,,,,,,,-1.9345703125,-2.634765625,,,,,-0.7578125,,,,,,,,,,,-1.740234375,,,,,,,,,,,,-1.060546875,,,-1.212890625,-2.091796875,-0.966796875,-0.728515625,-2.365234375,,,,-1.3701171875,,,-1.404296875,,,,,,,-1.138671875,,,,-1.2041015625,,,,,,,-0.62939453125,,-0.6357421875,,,,-2.068359375,-0.5830078125,,,,,,,,-0.52099609375,,-1.7587890625,,,,-1.5859375,,,,-1.5908203125,,,,-0.425537109375,,,,,,,,,,,-0.5341796875,,,-1.51953125,,,,,-0.72607421875,,-0.5048828125,,,,,,-0.38525390625,,-1.0810546875,,,,,-1.392578125,,,-1.4892578125,-0.68310546875,,-0.73583984375,,,,,,,,,-0.60595703125,,,,,,,-0.72900390625,,,-0.70849609375,,,,,-0.86328125,,,,,,,,,,,,-1.2744140625,-0.671875,,,,,,,-0.861328125,,,-0.63818359375,,,,,-0.76025390625,,,,,,,,,,,,,,-1.0029296875,,,-0.82666015625,,,,,,-0.990234375,,-2.767578125,,,,,,,,,,,,,,,-1.541015625,,-1.6982421875,,,,-0.7900390625,,,,,,,,,-1.2822265625,,-0.373779296875,,,,,,,,-0.470947265625,,-0.9384765625,,,,,,-1.4833984375,,,-1.578125,,,,-0.96484375,,,,,,-0.143310546875,-0.66162109375,,,,,,,-0.83642578125,,,,,,-1.8349609375,,,,,,,,,,-2.36328125,,,,,,,,-1.224609375,,-2.087890625,,,,,,,,,,,,,,,-0.83740234375
guf1,,,,,2.796875,,,,,,,,,,,,,,,2.7734375,,,,,,,,2.828125,,,,2.62890625,,,,,,,,,,,,,,2.595703125,,2.826171875,,2.4609375,,,,2.408203125,,,2.73828125,,,,2.76953125,2.583984375,,2.462890625,,,2.814453125,,,2.869140625,,2.41796875,,,,,,,,,2.51953125,,2.7578125,,,,,,,,,,,,,,2.77734375,,,,,,2.6484375,2.484375,,,,,,,,,2.525390625,3.013671875,,,2.861328125,,,,2.669921875,,,2.37890625,,,2.705078125,2.71875,,,,2.345703125,,,,2.828125,,,,,,,,,,,,,,,3.138671875,,,,,,,2.583984375,,,2.45703125,,,,,,,,,,,,,,,,,3.123046875,,,2.5390625,,,,,,,,,,,,,,,,,,2.62109375,2.67578125,,,,,,,,,,,2.638671875,,,,,2.990234375,,,,,,,,,,,2.8671875,2.7265625,,,,,,,,,2.36328125,,2.93359375,,,,,,,,,,2.513671875,2.646484375,,,,,3.158203125,,,,,1.9228515625,,,,2.923828125,,,,3.025390625,,,,,2.80859375,,3.11328125,,2.67578125,,,,,,,,,,,,3.04296875,,,,,,,,,,,,,,2.439453125,,,,,,,,2.8671875,,,,2.9140625,,2.552734375,,,,,,,2.599609375,,,,2.505859375,2.96875,2.66015625,,2.87109375,2.783203125,,,,,,2.869140625,,,,,3.126953125,,3.107421875,,,,,,,,,,,,,2.708984375,2.4609375,,2.482421875,2.7265625,,,,,,,,,,,,,,,,,3.05078125,,,,,,,,,,,,,,,,,,,2.65234375,,,2.955078125,2.591796875,,,,2.66015625,,,,,,2.75390625,,,2.88671875,,2.771484375,,,
gusbp1,,,,,,,,1.5869140625,,,,,,1.4560546875,,,,,,1.1552734375,1.0908203125,,,,1.0078125,,,,,0.68505859375,1.6142578125,0.98681640625,1.2841796875,1.130859375,,,,,,,1.08984375,,,,,,1.1953125,,,,,,,,,,,,,1.224609375,1.3193359375,1.7236328125,0.62060546875,,,,1.1552734375,,,,,1.5595703125,,,,,,1.068359375,,,,,1.03515625,,,,,,,,,,,0.62353515625,,,,0.90576171875,,,,,,1.1884765625,,,,,,,,,,,,0.98828125,,1.6005859375,,,,,1.181640625,,,,,,,,,,,,,,1.2314453125,,,,,,,,,1.1767578125,1.482421875,1.1904296875,,0.59375,1.0556640625,,1.34765625,,,,,0.978515625,,,1.2822265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025390625,1.3525390625,,,1.49609375,1.349609375,,,,,1.34765625,,,,1.0625,,1.173828125,,0.884765625,,,,1.2919921875,,,,,,,1.3994140625,,,0.84619140625,,,0.86572265625,,,1.400390625,,,,,,,,,1.533203125,,,0.82421875,,,,,,,1.3779296875,,,,,,,,,,,,,,,,,,,,,,1.046875,,,,,,,,,,1.21875,,,,,,,,,,,,,,,,,1.2509765625,1.5927734375,1.25,1.560546875,,,1.240234375,,1.240234375,,,,1.4296875,,,1.412109375,,,1.1591796875,,,,,,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,,,,,,,,,1.2216796875,1.1513671875,,,,,,,,1.4169921875,,1.177734375,,1.1796875,,,,,,,,,,,,,,,1.212890625,,,1.359375,1.2998046875,,,1.380859375,,1.28515625,1.314453125,1.0263671875,,,,,1.197265625,,,,,,,,,,,1.193359375,,,,,
